epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
213,156,1023,1,8,0,4,----,----,000,3,2,1,1770,1180
148,156,2,9,8,0,2,--,--,000,2,2,0,2956,2956
215,158,1023,1,8,0,4,----,----,000,1,1,0,590,590
150,158,2,9,8,0,2,--,--,000,1,1,0,1478,1478
217,160,1023,1,8,0,4,----,----,000,1,1,0,590,590
152,160,2,9,8,0,2,--,--,000,1,1,0,1478,1478
218,162,1023,1,8,0,4,----,----,000,1,1,0,590,590
154,162,2,9,8,0,2,--,--,000,1,1,0,1478,1478
156,164,2,9,8,0,2,--,--,000,1,1,0,1478,1478
157,165,2,9,8,0,2,--,--,000,1,1,0,1478,1478
159,167,2,9,8,0,2,--,--,000,1,1,0,1478,1478
220,163,1023,1,8,0,4,----,----,000,1,1,0,590,590
398,341,1023,1,8,0,4,----,----,000,2,1,1,196,98
390,342,1023,2,8,0,4,----,----,000,7,1,6,686,98
382,342,1023,3,8,0,3,---,---,000,8,1,7,784,98
375,343,1023,4,8,0,4,----,----,000,5,1,4,490,98
367,343,1023,5,8,0,3,---,---,000,7,1,6,686,98
360,344,1023,6,8,0,2,--,--,000,3,1,2,294,98
352,344,1023,7,8,0,2,--,--,000,8,1,7,784,98
401,344,1023,1,8,0,4,----,----,000,1,1,0,98,98
393,344,1023,2,8,0,4,----,----,000,1,1,0,98,98
385,344,1023,3,8,0,3,---,---,000,1,1,0,98,98
377,344,1023,4,8,0,4,----,----,000,1,1,0,98,98
369,344,1023,5,8,0,3,---,---,000,1,1,0,98,98
361,345,1023,6,8,0,2,--,--,000,1,1,0,98,98
353,345,1023,7,8,0,2,--,--,000,1,1,0,98,98
337,345,1023,9,8,0,2,--,--,000,1,1,0,98,98
329,345,1023,10,8,0,3,---,---,000,1,1,0,98,98
321,345,1023,11,8,0,3,---,---,000,1,1,0,98,98
337,345,1023,9,8,0,2,--,--,000,9,1,8,882,98
330,346,1023,10,8,0,3,---,---,000,5,1,4,490,98
